Agent,Episode,Stage,Action,Reward_Step,Raw_WRS,Raw_DIE,Penalty_Fairness
Q-Learning (WRS),0,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),0,2,m_textblob,-0.24405999813122986,0.014254545454545449,0.00015145435857753797,0.14405999813122985
Q-Learning (WRS),1,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),1,2,m_textblob,-0.5260554925139349,0.03778518518518519,0.004820364066208296,0.42605549251393493
Q-Learning (WRS),2,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),2,2,m_textblob,-0.8908674212696218,0.05686363636363636,0.022223105763325823,0.7908674212696218
Q-Learning (WRS),3,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),3,2,m_textblob,-0.2707530129431494,0.015566666666666673,0.0015086346276482667,0.1707530129431494
Q-Learning (WRS),4,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),4,2,m_textblob,-0.6556620733536624,0.046622580645161324,0.008943626690204917,0.5556620733536625
Q-Learning (WRS),5,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),5,2,m_textblob,-0.1654262596120437,0.0031000000000000016,0.003442625961204371,0.06542625961204372
Q-Learning (WRS),6,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),6,2,m_textblob,-0.3780391217105644,0.010836734693877562,0.01696717747717888,0.27803912171056444
Q-Learning (WRS),7,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),7,2,m_textblob,-0.717498433966116,0.05437457627118645,0.007375267125425161,0.617498433966116
Q-Learning (WRS),8,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),8,2,m_textblob,-0.5116260703819931,0.03996923076923078,0.001193376268968531,0.4116260703819931
Q-Learning (WRS),9,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),9,2,m_textblob,-0.29668832153802394,0.019436363636363647,0.00023246851743875113,0.19668832153802396
Q-Learning (WRS),10,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),10,2,m_bf,-10.295629645990475,0.98,0.03956296459904744,10.195629645990476
Q-Learning (WRS),11,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),11,2,m_textblob,-0.3770032419080668,0.020900000000000005,0.0068003241908066725,0.2770032419080668
Q-Learning (WRS),12,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),12,2,m_textblob,-0.33507229642443104,0.022658823529411773,0.0008484061130313338,0.23507229642443106
Q-Learning (WRS),13,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),13,2,m_textblob,-0.43255715800145644,0.024925925925925928,0.008329789874219715,0.33255715800145647
Q-Learning (WRS),14,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),14,2,m_textblob,-0.5561705667756061,0.041218518518518515,0.0043985381590420924,0.4561705667756061
Q-Learning (WRS),15,1,trans_none,0.0,0.0,0.0,0.0
Q-Learning (WRS),15,2,m_textblob,-0.5670465919572425,0.04419999999999999,0.0025046591957242625,0.4670465919572425
